rank,trial_id,split,class,cluster,cluster_majority_class,cluster_mismatch,outlier_score,selected_frame_index,stability_score,pc1,pc2
239,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235803.csv,test,200ml,0,50ml,1,0.534766,6,20.890940,9.160794,0.977008
240,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235517.csv,train,200ml,2,50ml,1,0.532421,2,23.746616,-6.403563,-11.707320
241,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234822.csv,train,50ml,0,50ml,0,0.525868,3,23.024828,-0.868382,6.155382
242,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235335.csv,train,200ml,3,50ml,1,0.524724,14,23.696222,-3.610564,1.654036
243,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234511.csv,train,50ml,2,50ml,0,0.523344,17,23.831949,-3.773802,-5.550363
244,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230818.csv,train,100ml,2,50ml,1,0.523145,16,23.692459,-4.051231,-5.903764
245,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235535.csv,train,200ml,2,50ml,1,0.519888,22,23.702782,-6.525221,-11.992676
246,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230821.csv,train,100ml,2,50ml,1,0.516963,13,23.445637,-4.025407,-6.018861
247,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234507.csv,train,50ml,2,50ml,0,0.515589,10,22.996845,-3.802122,-5.663196
248,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234449.csv,train,50ml,2,50ml,0,0.510043,14,23.935606,-3.766919,-5.542849
249,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234516.csv,train,50ml,2,50ml,0,0.499909,19,24.117159,-3.777086,-5.722489
250,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234454.csv,train,50ml,2,50ml,0,0.493537,10,22.348246,-3.666748,-5.515530
251,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232340.csv,train,15ml,2,50ml,1,0.489272,20,22.868704,-4.856084,-8.727602
252,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230817.csv,train,100ml,2,50ml,1,0.486645,2,22.997910,-3.917409,-5.883641
253,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230813.csv,train,100ml,2,50ml,1,0.481991,6,24.162462,-3.877721,-5.872836
254,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230816.csv,test,100ml,2,50ml,1,0.477612,0,23.344463,-3.775821,-5.867937
255,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235528.csv,train,200ml,2,50ml,1,0.462684,20,20.936872,-6.351446,-11.919457
256,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234624.csv,train,50ml,3,50ml,0,0.460485,16,23.869087,-2.564962,3.307904
257,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234436.csv,val,50ml,2,50ml,0,0.457711,1,23.167351,-3.655784,-5.370487
258,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235113.csv,train,50ml,0,50ml,0,0.457652,6,23.408695,0.903917,3.263083
259,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230819.csv,train,100ml,2,50ml,1,0.455418,10,24.106520,-3.944499,-5.962371
260,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234759.csv,train,50ml,0,50ml,0,0.450544,6,23.754385,-0.870619,5.971302
261,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230811.csv,train,100ml,2,50ml,1,0.445142,1,22.598038,-3.836221,-5.795829
262,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234626.csv,val,50ml,3,50ml,0,0.442308,13,22.668625,-2.463931,3.192801
263,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234442.csv,train,50ml,2,50ml,0,0.441690,0,24.009247,-3.818571,-5.497190
264,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234619.csv,train,50ml,3,50ml,0,0.438969,14,22.841599,-2.457053,3.209890
265,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232337.csv,train,15ml,2,50ml,1,0.435906,11,23.948746,-4.929883,-8.600107
266,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235742.csv,train,200ml,0,50ml,1,0.434154,1,21.569395,8.467311,1.237818
267,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235112.csv,train,50ml,0,50ml,0,0.430345,5,22.773375,0.893933,3.161386
268,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232332.csv,train,15ml,2,50ml,1,0.407247,1,23.309826,-4.715052,-8.418765
269,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234828.csv,train,50ml,0,50ml,0,0.404187,12,23.736843,-0.996105,6.032131
270,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234448.csv,train,50ml,2,50ml,0,0.401576,15,23.682716,-3.751794,-5.511043
271,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234438.csv,train,50ml,2,50ml,0,0.397224,18,23.389078,-3.594125,-5.447378
272,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230812.csv,train,100ml,2,50ml,1,0.393943,8,23.004103,-3.870393,-5.900355
273,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234457.csv,train,50ml,2,50ml,0,0.391473,19,24.427891,-3.729436,-5.553962
274,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234508.csv,train,50ml,2,50ml,0,0.389992,18,23.879936,-3.797120,-5.661210
275,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235106.csv,test,50ml,0,50ml,0,0.383558,16,21.940397,0.556309,3.236753
276,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234439.csv,test,50ml,2,50ml,0,0.378925,20,23.281862,-3.741692,-5.404191
277,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230809.csv,train,100ml,2,50ml,1,0.374034,9,21.975506,-3.701773,-5.703833
278,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234813.csv,train,50ml,0,50ml,0,0.371848,21,23.959841,-0.976849,5.999818
279,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235743.csv,train,200ml,0,50ml,1,0.367844,17,22.997953,8.708134,1.270095
280,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234755.csv,test,50ml,0,50ml,0,0.366503,3,24.353439,-0.747012,5.963871
281,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234629.csv,train,50ml,3,50ml,0,0.344349,0,22.706926,-2.534078,3.238894
282,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234810.csv,train,50ml,0,50ml,0,0.331601,1,22.936390,-0.935655,5.876237
283,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230810.csv,val,100ml,2,50ml,1,0.326799,3,22.986515,-3.717834,-5.839518
284,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230808.csv,val,100ml,2,50ml,1,0.325576,19,23.222427,-3.835629,-5.720066
285,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235111.csv,train,50ml,0,50ml,0,0.296257,12,21.815058,0.808520,3.181236
286,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235740.csv,train,200ml,0,50ml,1,0.293433,4,22.127666,8.501517,1.343323
287,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230616.csv,train,100ml,2,50ml,1,0.293164,21,22.189230,-3.836211,-4.942256
288,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235730.csv,test,200ml,0,50ml,1,0.292579,21,23.264082,2.508307,2.598136
289,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234512.csv,train,50ml,2,50ml,0,0.290283,8,23.454573,-3.810885,-5.698775
290,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234631.csv,train,50ml,3,50ml,0,0.285563,21,22.891823,-2.469609,3.308037
291,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235734.csv,test,200ml,0,50ml,1,0.285345,2,22.579260,2.455640,2.632635
292,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234616.csv,train,50ml,3,50ml,0,0.285267,17,22.907732,-2.427552,3.173252
293,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230613.csv,train,100ml,2,50ml,1,0.281376,17,22.227295,-3.627708,-4.737571
294,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230606.csv,train,100ml,0,50ml,1,0.280937,20,21.907370,-0.858618,9.372831
295,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234826.csv,train,50ml,0,50ml,0,0.272391,15,23.287775,-0.941520,6.150125
296,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234632.csv,train,50ml,3,50ml,0,0.272287,1,23.474573,-2.490715,3.415574
297,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230618.csv,train,100ml,2,50ml,1,0.258941,18,19.805248,-3.902686,-5.017441
298,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235729.csv,train,200ml,0,50ml,1,0.258302,17,23.335842,2.557739,2.574314
299,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230804.csv,test,100ml,2,50ml,1,0.256632,8,23.229397,-3.697149,-5.693714
300,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230806.csv,train,100ml,2,50ml,1,0.245951,6,23.698488,-3.819634,-5.756025
301,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234642.csv,train,50ml,3,50ml,0,0.242629,9,23.922226,-2.547040,3.362288
302,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235731.csv,train,200ml,0,50ml,1,0.238657,2,23.359297,2.526584,2.422436
303,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234754.csv,train,50ml,0,50ml,0,0.233544,7,23.320795,-1.032416,5.857451
304,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235726.csv,train,200ml,0,50ml,1,0.228603,14,22.783409,2.349617,2.578651
305,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230615.csv,train,100ml,2,50ml,1,0.218945,3,22.590618,-3.700406,-4.897134
306,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234820.csv,train,50ml,0,50ml,0,0.211604,19,23.619209,-0.864157,6.026950
307,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235728.csv,train,200ml,0,50ml,1,0.192405,13,24.274298,2.406908,2.531884
308,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230614.csv,train,100ml,2,50ml,1,0.191794,18,21.372986,-3.755535,-4.790998
309,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235108.csv,train,50ml,0,50ml,0,0.183408,14,23.763874,0.510885,3.198745
310,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234615.csv,test,50ml,3,50ml,0,0.176355,7,22.798355,-2.587641,3.113366
311,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235732.csv,test,200ml,0,50ml,1,0.174855,18,22.999249,2.521484,2.540695
312,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230605.csv,train,100ml,0,50ml,1,0.165990,5,23.527788,-0.959500,9.328048
313,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234817.csv,test,50ml,0,50ml,0,0.165599,15,23.333323,-0.955740,6.110609
314,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230805.csv,train,100ml,2,50ml,1,0.162958,6,22.851593,-3.837606,-5.631354
315,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234628.csv,train,50ml,3,50ml,0,0.162905,11,23.821886,-2.654622,3.227712
316,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232048.csv,train,15ml,3,50ml,1,0.158615,18,23.562477,-2.905128,4.941562
317,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230558.csv,train,100ml,0,50ml,1,0.152853,18,22.489191,-1.000842,9.178860
318,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235722.csv,train,200ml,0,50ml,1,0.147633,21,22.205582,2.334414,2.594077
319,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230803.csv,test,100ml,2,50ml,1,0.142963,13,22.167768,-3.768782,-5.581814
320,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235724.csv,train,200ml,0,50ml,1,0.139046,22,23.412249,2.393687,2.597616
321,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235733.csv,val,200ml,0,50ml,1,0.119482,12,22.511827,2.413579,2.506862
322,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234802.csv,train,50ml,0,50ml,0,0.110907,9,23.743134,-0.785258,5.969366
323,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235739.csv,train,200ml,0,50ml,1,0.103204,21,19.741404,8.006538,1.450840
324,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232411.csv,train,15ml,1,15ml,0,0.084374,0,24.013468,-4.133405,-2.810785
325,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231842.csv,train,15ml,2,50ml,1,0.083619,0,23.255709,-3.843853,-5.569539
326,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234804.csv,test,50ml,0,50ml,0,0.083550,13,22.826935,-0.952434,6.053272
327,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234657.csv,val,50ml,3,50ml,0,0.080980,15,23.120350,-2.363424,4.150929
328,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235502.csv,train,200ml,2,50ml,1,0.077878,16,22.484053,-5.481955,-9.946465
329,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232414.csv,train,15ml,1,15ml,0,0.071130,21,23.983721,-4.088336,-2.765815
330,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230601.csv,train,100ml,0,50ml,1,0.070592,18,22.782555,-0.880909,9.093083
331,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235619.csv,val,200ml,0,50ml,1,0.070341,4,22.668877,-1.366723,11.265574
332,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234446.csv,train,50ml,2,50ml,0,0.067534,5,23.374496,-3.745483,-5.537489
333,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234805.csv,train,50ml,0,50ml,0,0.063830,5,22.811415,-1.077908,5.969324
334,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234739.csv,val,50ml,3,50ml,0,0.060778,5,22.792818,-2.262918,5.328043
335,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235725.csv,train,200ml,0,50ml,1,0.060414,20,22.599829,2.475379,2.507645
336,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230556.csv,test,100ml,0,50ml,1,0.056051,8,21.919989,-1.016091,8.800183
337,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_235109.csv,train,50ml,0,50ml,0,0.049459,0,22.134233,0.749686,3.005123
338,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232403.csv,train,15ml,1,15ml,0,0.049428,16,23.800316,-4.028050,-2.722397
339,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235618.csv,train,200ml,0,50ml,1,0.048094,2,22.621412,-1.367489,11.356340
340,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234808.csv,val,50ml,0,50ml,0,0.045147,9,23.911646,-0.903009,6.077377
341,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234757.csv,train,50ml,0,50ml,0,0.036486,17,23.791136,-0.911182,5.944551
342,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230802.csv,val,100ml,2,50ml,1,0.034970,12,23.705652,-3.720167,-5.531303
343,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234707.csv,val,50ml,3,50ml,0,0.028507,0,23.505877,-2.473132,4.101687
344,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_231839.csv,val,15ml,2,50ml,1,0.019140,4,24.042707,-3.906140,-5.607154
345,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234807.csv,train,50ml,0,50ml,0,0.013703,1,23.796499,-0.916061,6.018062
346,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230603.csv,val,100ml,0,50ml,1,0.011756,21,22.524084,-0.936530,9.149211
347,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235629.csv,train,200ml,0,50ml,1,0.010400,7,23.490120,-1.396721,11.235273
348,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232053.csv,train,15ml,3,50ml,1,0.005670,17,22.590321,-2.811542,4.946970
349,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232055.csv,val,15ml,3,50ml,1,0.005064,0,23.997820,-2.892126,5.017349
350,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232038.csv,val,15ml,3,50ml,1,0.002391,20,23.369562,-2.896144,4.917538
351,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234811.csv,train,50ml,0,50ml,0,0.000843,14,23.343840,-0.952261,6.009071
352,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\200ml\VET6_8chips_raw_stream_20260525_235622.csv,train,200ml,0,50ml,1,0.000000,5,23.015736,-1.318652,11.126092
353,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234652.csv,train,50ml,3,50ml,0,-0.000844,10,23.339018,-2.463173,4.048910
354,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234738.csv,train,50ml,3,50ml,0,-0.001423,2,21.110876,-2.201831,5.336254
355,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\15ml\VET6_8chips_raw_stream_20260525_232417.csv,val,15ml,1,15ml,0,-0.002391,21,24.318960,-4.083549,-2.888388
356,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\50ml\VET6_8chips_raw_stream_20260525_234816.csv,test,50ml,0,50ml,0,-0.006836,12,23.919271,-0.895143,6.103482
357,C:\Users\FangYuxuan\Saved Games\Upper_VET6USB\Workspace\C_model_training\tactile\idw4\100ml\VET6_8chips_raw_stream_20260525_230602.csv,train,100ml,0,50ml,1,-0.011756,2,23.072140,-0.875017,9.222679
